921	528
921	526
921	525
921	524
922	520
922	518
922	516
922	514
922	512
922	510
922	508
922	506
922	504
922	502
922	500
922	498
922	497
922	496
922	494
922	493
921	492
921	490
921	489
921	488
921	486
921	485
921	484
921	482
921	481
921	480
921	478
921	477
921	474
921	473
921	472
921	470
922	469
924	468
924	466
924	465
925	465
925	464
925	462
926	461
929	457
929	456
930	456
930	454
932	450
933	450
934	448
936	445
937	442
938	442
938	440
938	438
938	436
938	434
938	433
938	432
938	428
938	426
938	425
938	424
938	422
938	420
937	417
936	414
933	412
932	409
930	408
930	406
930	405
929	404
929	402
928	401
926	401
925	398
925	397
924	396
922	394
921	393
920	390
920	389
918	388
916	385
914	384
913	381
913	380
912	377
910	377
910	376
910	374
910	373
909	373
909	372
909	369
909	368
909	365
909	364
909	361
909	360
909	357
909	354
912	352
913	348
913	345
914	344
914	342
916	341
917	338
918	337
918	336
918	334
920	333
921	332
922	329
924	328
925	326
926	325
929	322
930	321
932	321
933	318
936	316
937	316
938	316
940	316
942	313
942	312
942	310
942	309
942	308
942	305
942	302
942	300
941	298
936	294
934	293
932	290
932	288
930	286
929	285
928	284
926	282
925	280
924	278
924	276
924	274
924	272
924	270
924	268
924	266
925	264
925	262
925	261
925	260
925	258
925	257
925	256
926	256
926	254
926	252
928	250
928	249
928	248
928	246
929	245
930	244
930	242
932	241
932	238
933	237
933	236
934	234
934	233
934	230
936	230
936	228
936	226
936	224
936	222
936	220
936	218
936	216
936	214
936	212
936	210
936	206
936	202
936	200
934	197
934	196
932	193
930	192
929	190
928	189
928	188
926	186
925	186
925	185
924	184
924	181
924	180
924	178
924	177
924	174
924	173
924	172
924	169
924	168
924	165
924	164
925	161
926	160
926	158
928	158
928	157
928	156
929	156
930	153
932	150
932	149
933	148
934	148
934	146
934	145
936	144
937	141
938	138
938	137
940	136
940	134
940	132
940	129
940	128
940	124
940	122
940	120
940	118
940	117
940	116
940	113
938	110
937	109
934	105
933	104
930	102
930	101
930	100
930	98
929	98
929	97
929	94
929	93
926	90
926	89
926	88
926	86
926	85
926	84
926	82
926	81
926	80
926	78
926	77
926	74
928	74
929	73
930	70
930	69
932	68
933	65
934	64
936	62
937	60
937	58
940	56
940	54
941	53
941	50
941	49
941	46
942	45
942	40
942	37
942	36
942	34
942	33
942	32
941	29
940	26
938	25
936	22
934	21
932	18
932	17
930	16
930	14
929	14
929	12
926	9
924	6
922	5
921	2
920	2
920	0
918	0
917	0
916	0
912	0
910	0
906	0
904	0
898	0
894	0
888	0
874	0
870	0
853	0
842	0
833	0
808	0
792	0
765	0
749	0
734	0
708	0
694	0
670	0
660	0
630	0
614	0
578	0
562	0
546	0
500	0
476	0
448	0
400	0
376	0
328	0
310	0
281	0
265	0
237	0
222	0
209	0
176	0
162	0
146	0
117	0
100	0
72	0
57	0
42	0
16	0
4	0
0	0
0	2
0	28
0	54
0	121
0	146
0	212
0	250
0	332
0	369
0	453
0	485
0	529
0	588
0	617
0	689
0	725
0	758
0	817
0	844
0	865
0	909
0	925
0	941
0	961
0	977
0	1004
0	1018
0	1033
0	1040
1	1040
13	1040
26	1040
56	1040
78	1040
128	1040
150	1040
206	1040
237	1040
277	1040
302	1040
333	1040
346	1040
357	1040
382	1040
396	1040
420	1040
432	1040
461	1040
476	1040
504	1040
520	1040
549	1040
564	1040
590	1040
605	1040
636	1040
649	1040
660	1040
676	1040
684	1040
698	1040
706	1040
726	1040
738	1040
758	1040
769	1040
774	1040
781	1040
786	1040
790	1040
797	1040
801	1040
806	1040
818	1040
824	1040
833	1040
837	1040
840	1040
844	1040
848	1040
849	1040
857	1040
861	1040
874	1040
881	1040
890	1040
897	1040
904	1040
908	1040
910	1040
914	1040
917	1040
921	1040
929	1040
930	1040
938	1040
940	1040
942	1040
945	1040
946	1040
948	1040
949	1040
950	1040
950	1038
950	1037
950	1036
950	1033
950	1030
950	1029
950	1026
950	1022
950	1021
950	1018
950	1017
950	1016
950	1014
953	1010
953	1009
954	1008
954	1006
956	1005
956	1004
957	1004
958	1001
960	1001
960	1000
960	998
960	996
958	993
957	992
957	990
952	986
950	985
946	982
944	980
940	977
936	976
932	973
930	973
929	973
928	970
926	970
925	970
924	970
922	970
922	969
921	969
918	966
917	966
916	966
914	965
914	964
914	962
914	960
914	958
914	957
914	954
917	953
917	952
918	950
921	949
921	948
924	946
925	945
926	945
926	944
928	942
929	941
930	941
930	940
932	938
933	937
934	936
934	934
936	934
936	933
936	930
936	929
936	926
936	925
936	922
936	921
936	920
936	918
934	917
933	917
933	916
933	914
932	914
932	913
930	912
930	910
929	909
929	908
928	905
925	902
925	901
924	900
924	898
922	896
922	894
922	893
922	892
924	892
924	890
926	886
928	885
929	882
930	881
932	880
933	877
934	876
936	874
937	874
940	873
940	872
942	870
942	869
944	866
944	865
944	864
944	862
944	861
944	860
944	857
944	856
944	853
942	850
941	849
941	848
941	846
940	846
938	845
938	844
938	842
940	838
940	837
940	836
940	834
942	833
942	832
942	830
942	829
942	828
944	828
944	826
944	825
944	824
945	822
946	821
948	820
948	818
948	817
949	816
950	814
950	813
952	810
954	808
954	806
956	804
957	801
957	800
958	798
960	797
960	794
961	792
962	790
964	789
964	786
964	785
965	784
965	782
965	781
965	780
965	778
965	777
965	776
965	774
965	773
965	772
965	770
965	769
965	768
964	768
964	766
962	766
961	765
960	765
958	765
957	765
956	765
954	765
953	765
952	765
949	765
948	765
946	765
945	765
944	765
942	765
941	765
940	765
938	765
937	765
936	765
934	764
933	762
932	762
929	761
926	760
925	757
924	757
922	756
921	756
920	753
918	752
918	750
918	749
918	748
918	746
918	745
918	744
918	742
918	741
918	740
918	738
918	737
918	736
918	734
918	733
918	732
920	730
920	729
921	726
922	726
922	725
925	725
926	722
928	722
929	721
930	721
932	720
932	718
933	718
934	718
936	718
937	718
938	718
940	717
942	716
944	716
944	714
