912	146
912	145
912	144
912	142
912	141
912	140
912	137
912	136
910	134
909	132
909	130
909	128
909	126
908	125
908	122
906	120
905	118
905	116
905	114
905	112
904	110
904	109
904	108
901	105
900	105
900	102
900	101
900	100
900	98
900	97
898	94
897	94
897	93
897	90
896	89
896	88
896	86
896	85
896	84
893	81
893	78
893	77
893	74
893	73
893	72
893	70
893	69
893	68
893	66
893	65
892	64
892	62
890	61
890	60
890	58
890	57
889	56
889	54
888	53
888	52
886	50
886	49
886	48
886	46
885	45
884	42
884	41
884	38
884	37
884	34
884	33
884	30
884	29
884	28
884	26
884	25
884	24
884	22
884	21
884	20
884	18
884	16
884	14
884	13
884	10
884	9
884	6
884	5
884	2
884	1
884	0
882	0
880	0
877	0
876	0
872	0
870	0
866	0
862	0
854	0
852	0
842	0
837	0
830	0
820	0
816	0
806	0
801	0
794	0
778	0
772	0
753	0
744	0
733	0
710	0
698	0
676	0
662	0
649	0
620	0
605	0
577	0
562	0
532	0
517	0
484	0
473	0
460	0
432	0
417	0
406	0
393	0
389	0
380	0
373	0
362	0
357	0
349	0
336	0
329	0
312	0
300	0
289	0
262	0
249	0
221	0
208	0
185	0
174	0
165	0
142	0
132	0
109	0
98	0
78	0
72	0
62	0
44	0
30	0
9	0
0	0
0	6
0	21
0	36
0	65
0	78
0	110
0	121
0	152
0	172
0	202
0	224
0	238
0	270
0	286
0	302
0	336
0	352
0	369
0	397
0	413
0	442
0	457
0	472
0	501
0	512
0	525
0	552
0	562
0	589
0	601
0	613
0	638
0	652
0	666
0	674
0	694
0	700
0	720
0	728
0	737
0	758
0	770
0	788
0	794
0	810
0	818
0	824
0	836
0	845
0	861
0	865
0	868
0	878
0	882
0	890
0	893
0	898
0	910
0	913
0	920
0	932
0	937
0	948
0	952
0	956
0	966
0	974
0	982
0	986
0	990
0	998
0	1004
0	1010
0	1012
0	1020
0	1024
0	1038
0	1040
1	1040
8	1040
20	1040
44	1040
53	1040
76	1040
84	1040
104	1040
113	1040
134	1040
146	1040
166	1040
174	1040
192	1040
198	1040
205	1040
220	1040
224	1040
237	1040
248	1040
256	1040
276	1040
282	1040
294	1040
309	1040
314	1040
325	1040
329	1040
334	1040
344	1040
348	1040
353	1040
368	1040
377	1040
386	1040
393	1040
400	1040
405	1040
412	1040
414	1040
420	1040
424	1040
432	1040
444	1040
454	1040
470	1040
481	1040
494	1040
498	1040
500	1040
504	1040
508	1040
509	1040
517	1040
524	1040
542	1040
549	1040
557	1040
568	1040
570	1040
574	1040
578	1040
580	1040
581	1040
586	1040
590	1040
593	1040
600	1040
602	1040
610	1040
614	1040
618	1040
625	1040
630	1040
641	1040
645	1040
650	1040
658	1040
662	1040
673	1040
678	1040
682	1040
689	1040
692	1040
698	1040
704	1040
709	1040
710	1040
712	1040
720	1040
722	1040
732	1040
736	1040
740	1040
741	1040
744	1040
745	1040
746	1040
752	1040
754	1040
765	1040
769	1040
776	1040
778	1040
780	1040
784	1040
785	1040
788	1040
790	1040
793	1040
796	1040
798	1040
801	1040
802	1040
805	1040
810	1040
813	1040
814	1040
817	1040
818	1040
820	1040
821	1040
822	1040
824	1040
825	1040
829	1040
832	1040
833	1040
837	1040
838	1040
842	1040
846	1040
852	1040
854	1040
856	1040
857	1040
858	1040
860	1040
861	1040
862	1040
864	1040
865	1040
866	1040
868	1040
869	1040
870	1040
872	1040
873	1040
874	1040
877	1040
878	1040
880	1040
881	1040
882	1040
884	1040
886	1040
888	1040
889	1040
890	1040
892	1040
893	1040
894	1040
896	1040
897	1040
898	1040
900	1040
901	1040
902	1040
904	1040
905	1040
906	1040
908	1040
909	1040
910	1040
912	1040
910	1040
909	1038
909	1037
909	1036
906	1033
906	1032
905	1032
905	1029
904	1028
904	1026
902	1026
901	1025
901	1024
900	1022
898	1021
898	1020
897	1018
897	1016
897	1014
897	1012
896	1010
896	1009
896	1008
896	1006
896	1005
896	1004
896	1002
896	1001
896	1000
896	997
896	996
896	994
896	993
896	992
896	990
896	989
896	986
896	985
896	982
896	980
896	978
896	977
896	976
898	973
898	972
898	970
900	969
900	968
901	966
902	965
902	964
902	962
904	961
904	960
904	958
904	957
904	956
905	954
906	953
906	952
906	950
906	949
906	948
908	948
908	945
908	944
908	941
908	940
908	938
910	936
910	934
910	933
910	932
910	930
910	929
910	928
910	926
910	925
910	924
909	922
909	921
909	920
908	918
906	918
906	916
905	916
905	914
904	913
902	912
901	910
901	908
900	908
898	905
898	904
898	900
898	898
898	897
897	893
897	892
897	888
897	886
897	884
897	882
897	880
897	878
897	876
897	874
897	872
900	869
901	868
902	864
904	864
904	862
905	858
906	857
906	856
908	854
909	853
909	852
909	850
910	849
910	846
910	845
912	844
912	842
912	841
912	838
912	837
912	834
912	832
912	829
912	825
912	824
912	821
912	817
910	814
910	810
910	808
910	806
910	801
910	798
909	796
909	794
909	793
908	790
908	788
908	785
908	784
906	781
906	780
906	777
905	776
905	773
905	772
904	769
904	768
902	765
901	764
901	761
901	760
901	758
901	753
901	750
898	746
898	745
898	744
898	742
898	741
898	740
898	738
898	737
898	736
898	734
898	733
898	730
898	729
898	726
898	725
898	724
900	722
901	721
901	720
901	718
902	717
902	714
902	712
904	709
904	708
905	705
905	702
905	701
905	700
906	693
908	690
908	688
908	686
908	685
908	684
908	681
908	680
908	678
908	677
908	676
908	674
908	673
906	672
905	668
905	666
902	664
902	662
901	661
901	660
900	657
900	656
898	654
898	653
897	652
897	649
897	648
897	645
896	642
896	641
896	638
896	637
896	634
896	633
896	632
896	630
896	629
